Datetime,Open,High,Low,Close,Adj Close,Volume
2023-12-12 00:00:00,41238.734375,41732.2421875,41172.94140625,41688.94140625,41688.94140625,0
2023-12-12 01:00:00,41713.78515625,41822.18359375,41602.25,41642.6953125,41642.6953125,0
2023-12-12 02:00:00,41666.57421875,41901.32421875,41662.85546875,41860.5703125,41860.5703125,0
2023-12-12 03:00:00,41825.5859375,41870.55078125,41727.328125,41738.765625,41738.765625,0
2023-12-12 04:00:00,41724.15234375,41743.4609375,41436.265625,41436.265625,41436.265625,0
2023-12-12 05:00:00,41419.93359375,41643.56640625,41412.5703125,41547.23046875,41547.23046875,0
2023-12-12 06:00:00,41549.109375,41684.59765625,41409.1015625,41684.59765625,41684.59765625,0
2023-12-12 07:00:00,41707.87109375,42020.71484375,41707.87109375,41924.48046875,41924.48046875,0
2023-12-12 08:00:00,41926.625,42048.3046875,41794.98046875,42020.10546875,42020.10546875,108701696
2023-12-12 09:00:00,42014.53515625,42019.4140625,41835.37109375,41846.43359375,41846.43359375,0
2023-12-12 10:00:00,41815.0078125,41819.27734375,41727.453125,41793.7109375,41793.7109375,0
2023-12-12 11:00:00,41794.61328125,41820.6015625,41565.56640625,41565.56640625,41565.56640625,0
2023-12-12 12:00:00,41576.03515625,41903.78515625,41576.03515625,41845.71875,41845.71875,0
2023-12-12 13:00:00,41845.265625,42002.5,41763.58984375,41793.671875,41793.671875,76517376
2023-12-12 14:00:00,41796.80859375,41835.44140625,41329.82421875,41462.83203125,41462.83203125,0
2023-12-12 15:00:00,41464.109375,41555.40625,41175.4140625,41334.64453125,41334.64453125,151431168
2023-12-12 16:00:00,41325.9765625,41416.17578125,41112.46484375,41291.28125,41291.28125,0
2023-12-12 17:00:00,41309.59765625,41309.59765625,40710.609375,40710.609375,40710.609375,68239360
2023-12-12 18:00:00,40667.5625,41361.0234375,40667.5625,41277.58984375,41277.58984375,0
2023-12-12 19:00:00,41276.2578125,41284.6171875,41015.76171875,41099.1484375,41099.1484375,0
2023-12-12 20:00:00,41104.2265625,41253.76953125,41052.7578125,41235.33984375,41235.33984375,0
2023-12-12 21:00:00,41223.99609375,41331.2578125,41031.6640625,41062.55078125,41062.55078125,0
2023-12-12 22:00:00,41083.82421875,41265.8828125,41072.421875,41237.01953125,41237.01953125,0
2023-12-12 23:00:00,41236.81640625,41542.52734375,41232.08203125,41471.7109375,41471.7109375,238981120
2023-12-13 00:00:00,41468.46484375,41472.4921875,41299.0078125,41404.3828125,41404.3828125,0
2023-12-13 01:00:00,41392.80859375,41413.26953125,40978.94921875,41080.703125,41080.703125,203464704
2023-12-13 02:00:00,41072.79296875,41126.6640625,40763.48046875,40983.9375,40983.9375,649152512
2023-12-13 03:00:00,40989.02734375,41019.05859375,40781.015625,40815.85546875,40815.85546875,165443584
2023-12-13 04:00:00,40815.9921875,40896.4140625,40676.8671875,40882.80859375,40882.80859375,219803648
