Datetime,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2023-12-02 02:00:00,2094.6,2097.0,2088.05,2091.52,5318.9133,2023-12-02 02:59:59.999000072,11128861.698605,13945,2793.8519,5846072.296892,0
2023-12-02 03:00:00,2091.52,2095.1,2090.01,2092.93,4010.8345,2023-12-02 03:59:59.999000072,8395074.42793,12347,2334.5828,4886406.486116,0
2023-12-02 04:00:00,2092.92,2095.56,2090.17,2094.66,3573.4445,2023-12-02 04:59:59.999000072,7478915.288269,11704,2024.2254,4236572.477339,0
2023-12-02 05:00:00,2094.66,2096.14,2091.33,2095.06,3669.454,2023-12-02 05:59:59.999000072,7684730.333374,11220,1992.8159,4173418.137286,0
2023-12-02 06:00:00,2095.06,2103.07,2094.0,2102.22,6182.8831,2023-12-02 06:59:59.999000072,12978747.0249,16228,3896.1088,8178565.734508,0
2023-12-02 07:00:00,2102.22,2106.63,2095.44,2095.99,7652.3953,2023-12-02 07:59:59.999000072,16079160.327328,17054,3934.7855,8268730.342051,0
2023-12-02 08:00:00,2095.98,2102.34,2095.98,2099.39,7435.5749,2023-12-02 08:59:59.999000072,15614390.445309,14842,3605.2065,7570608.757552,0
2023-12-02 09:00:00,2099.39,2105.45,2099.0,2103.15,6941.4946,2023-12-02 09:59:59.999000072,14596152.627535,16477,3117.148,6554113.84449,0
2023-12-02 10:00:00,2103.15,2107.0,2099.8,2101.79,6260.276,2023-12-02 10:59:59.999000072,13166895.096171,16079,3474.0304,7306737.841063,0
2023-12-02 11:00:00,2101.78,2101.79,2097.06,2099.15,5305.8526,2023-12-02 11:59:59.999000072,11139743.128825,13995,2374.0621,4984222.824232,0
2023-12-02 12:00:00,2099.15,2105.95,2098.08,2105.69,5978.5266,2023-12-02 12:59:59.999000072,12571753.233039,16617,3235.8052,6803717.83998,0
2023-12-02 13:00:00,2105.7,2108.45,2102.34,2103.89,7612.9825,2023-12-02 13:59:59.999000072,16026205.531467,18938,3571.5843,7518461.456512,0
2023-12-02 14:00:00,2103.9,2109.12,2093.39,2099.63,12817.3976,2023-12-02 14:59:59.999000072,26948792.459493,27844,5906.3199,12419723.810995,0
2023-12-02 15:00:00,2099.63,2106.35,2094.04,2104.17,10026.1054,2023-12-02 15:59:59.999000072,21064217.676648,24964,5784.8907,12154050.401778,0
2023-12-02 16:00:00,2104.18,2104.5,2097.43,2099.25,7581.0696,2023-12-02 16:59:59.999000072,15925101.530701,16725,3620.0132,7605618.602455,0
2023-12-02 17:00:00,2099.25,2106.16,2098.4,2105.76,6531.8869,2023-12-02 17:59:59.999000072,13733406.284299,15737,3873.9164,8144536.425125,0
2023-12-02 20:00:00,2158.76,2162.79,2152.94,2157.75,18167.719,2023-12-02 20:59:59.999000072,39194397.208056,30691,8904.1149,19210314.062344,0
2023-12-02 21:00:00,2157.75,2175.8,2153.55,2168.53,17732.9382,2023-12-02 21:59:59.999000072,38385954.664405,32948,10252.216,22197445.60638,0
2023-12-02 22:00:00,2168.53,2170.57,2154.01,2157.89,12726.9659,2023-12-02 22:59:59.999000072,27496968.852368,26345,6020.0595,13004763.030639,0
2023-12-02 23:00:00,2157.89,2166.59,2156.92,2164.74,6536.3739,2023-12-02 23:59:59.999000072,14135034.271696,16415,3782.1225,8179173.826319,0
2023-12-03 00:00:00,2164.75,2167.83,2157.35,2166.36,9462.9478,2023-12-03 00:59:59.999000072,20471426.696036,21068,5298.7768,11464065.034154,0
2023-12-03 01:00:00,2166.36,2171.82,2164.93,2169.41,8343.4141,2023-12-03 01:59:59.999000072,18094149.669926,18138,4584.4668,9942241.058891,0
2023-12-03 02:00:00,2169.41,2177.41,2163.36,2164.96,11851.2818,2023-12-03 02:59:59.999000072,25726912.273844,24128,6426.4578,13951736.255413,0
2023-12-03 03:00:00,2164.96,2166.19,2155.7,2161.74,10047.0723,2023-12-03 03:59:59.999000072,21701823.851106,22390,4969.6831,10734797.367872,0
2023-12-03 04:00:00,2161.75,2162.88,2155.58,2156.26,8019.8878,2023-12-03 04:59:59.999000072,17314606.531847,15904,3662.5901,7907111.080818,0
2023-12-03 05:00:00,2156.27,2161.8,2153.43,2160.71,6218.6865,2023-12-03 05:59:59.999000072,13424962.570898,15641,3312.8831,7152828.407923,0
2023-12-03 06:00:00,2160.7,2161.34,2152.92,2157.13,6341.6458,2023-12-03 06:59:59.999000072,13679722.81859,16468,3676.209,7930682.594156,0
2023-12-03 07:00:00,2157.13,2165.44,2155.47,2164.73,7964.6351,2023-12-03 07:59:59.999000072,17210102.075711,18594,4928.4356,10647648.612247,0
2023-12-03 08:00:00,2164.72,2165.44,2160.34,2160.53,5550.9806,2023-12-03 08:59:59.999000072,12006896.57142,15463,2740.7715,5928530.24191,0
2023-12-03 09:00:00,2160.52,2167.8,2160.01,2166.2,5191.4301,2023-12-03 09:59:59.999000072,11233798.46452,15914,2946.1588,6375002.561564,0
2023-12-03 10:00:00,2166.19,2168.42,2161.06,2166.79,6856.2929,2023-12-03 10:59:59.999000072,14851375.401916,16675,3865.4484,8372980.051139,0
2023-12-03 11:00:00,2166.78,2167.01,2156.47,2159.31,8155.7409,2023-12-03 11:59:59.999000072,17627207.450719,19403,3289.5552,7110344.236112,0
2023-12-03 12:00:00,2159.3,2159.32,2149.0,2152.97,13029.2764,2023-12-03 12:59:59.999000072,28075614.548739,25742,5793.8141,12485036.906811,0
2023-12-03 13:00:00,2152.98,2165.71,2151.27,2161.68,11617.7543,2023-12-03 13:59:59.999000072,25098200.446712,25718,6679.9796,14430158.357888,0
2023-12-03 14:00:00,2161.68,2162.85,2151.87,2151.88,10605.0357,2023-12-03 14:59:59.999000072,22871782.547074,26506,4715.3229,10169820.097416,0
2023-12-03 15:00:00,2151.89,2163.23,2151.27,2160.48,8442.7339,2023-12-03 15:59:59.999000072,18209621.070847,21629,4602.854,9927549.941243,0
2023-12-03 16:00:00,2160.48,2167.23,2155.6,2159.64,9516.6283,2023-12-03 16:59:59.999000072,20565826.780134,22317,4916.3253,10625186.346519,0
2023-12-03 17:00:00,2159.64,2160.47,2150.46,2153.88,10240.1834,2023-12-03 17:59:59.999000072,22068332.967047,19969,3651.6949,7867442.405848,0
2023-12-03 18:00:00,2153.88,2163.75,2153.17,2161.26,4171.3697,2023-12-03 18:59:59.999000072,9008214.250578,13486,2286.5657,4937532.505612,0
2023-12-03 19:00:00,2161.26,2168.84,2157.53,2167.57,6285.806,2023-12-03 19:59:59.999000072,13604701.22213,16641,3225.1779,6980677.583346,0
2023-12-03 20:00:00,2167.57,2173.21,2165.16,2167.86,6648.9093,2023-12-03 20:59:59.999000072,14420514.271641,17221,3500.4337,7592318.808018,0
2023-12-03 21:00:00,2167.86,2185.0,2167.86,2183.13,10220.537,2023-12-03 21:59:59.999000072,22248767.451069,23156,6407.5906,13948856.280535,0
2023-12-03 23:00:00,2204.98,2208.34,2181.57,2192.95,22491.0284,2023-12-03 23:59:59.999000072,49333684.263097,42958,10516.561,23064487.044297,0
2023-12-04 00:00:00,2192.96,2211.09,2191.0,2210.33,17103.8451,2023-12-04 00:59:59.999000072,37640145.644989,31621,9676.0184,21295388.322032,0
2023-12-04 01:00:00,2210.33,2228.59,2205.82,2213.84,30354.2736,2023-12-04 01:59:59.999000072,67293191.733412,58770,16762.5348,37167288.544543,0
2023-12-04 02:00:00,2213.84,2215.11,2204.01,2212.36,15430.5078,2023-12-04 02:59:59.999000072,34099545.3398,28985,7496.5459,16566718.169425,0
2023-12-04 03:00:00,2212.37,2218.77,2210.5,2210.51,16696.686,2023-12-04 03:59:59.999000072,36958776.553247,22880,7314.1977,16191552.061021,0
2023-12-04 04:00:00,2210.5,2225.87,2210.35,2224.88,26288.7818,2023-12-04 04:59:59.999000072,58356347.472343,32617,15825.6859,35128931.015543,0
2023-12-04 06:00:00,2245.87,2265.0,2241.19,2246.2,39331.1766,2023-12-04 06:59:59.999000072,88591421.849073,57002,18381.9184,41415773.863122,0
2023-12-04 07:00:00,2246.19,2258.0,2242.45,2246.3,21704.4724,2023-12-04 07:59:59.999000072,48834513.802309,40100,9277.2358,20872266.491053,0
2023-12-04 08:00:00,2246.31,2259.2,2240.46,2254.89,23268.8108,2023-12-04 08:59:59.999000072,52332393.328208,39626,10445.7497,23493060.177697,0
2023-12-04 09:00:00,2254.89,2268.55,2245.25,2245.89,23895.7247,2023-12-04 09:59:59.999000072,53947198.077096,45407,10706.0082,24173751.366587,0
2023-12-04 10:00:00,2245.89,2274.28,2245.49,2260.18,33642.7115,2023-12-04 10:59:59.999000072,76086404.544246,51783,16317.503,36916169.790548,0
2023-12-04 12:00:00,2237.53,2255.86,2225.89,2252.94,26614.0462,2023-12-04 12:59:59.999000072,59655891.418165,47672,14830.327,33237945.12043,0
2023-12-04 13:00:00,2252.94,2254.47,2235.47,2239.34,18017.6546,2023-12-04 13:59:59.999000072,40476180.289262,37116,8329.4184,18715371.324705,0
2023-12-04 14:00:00,2239.34,2240.55,2214.83,2225.24,28773.8494,2023-12-04 14:59:59.999000072,64039432.808924,50544,13957.2974,31066689.014735,0
2023-12-04 15:00:00,2225.23,2226.89,2201.77,2211.75,28416.1385,2023-12-04 15:59:59.999000072,62905543.898304,49990,12413.0748,27482528.193396,0
2023-12-04 16:00:00,2211.74,2226.37,2209.83,2225.71,14039.4035,2023-12-04 16:59:59.999000072,31120939.868719,29703,7874.3297,17455537.773101,0
2023-12-04 17:00:00,2225.71,2230.42,2214.45,2218.97,14201.2809,2023-12-04 17:59:59.999000072,31559141.088704,26696,6823.9861,15167407.667175,0
2023-12-04 18:00:00,2218.98,2226.18,2216.04,2224.28,8634.5855,2023-12-04 18:59:59.999000072,19177679.1642,19162,4899.2181,10880619.139106,0
2023-12-04 19:00:00,2224.28,2235.65,2219.34,2234.46,15782.4861,2023-12-04 19:59:59.999000072,35166730.837992,27816,8728.2868,19450071.393013,0
2023-12-04 20:00:00,2234.47,2235.21,2226.39,2228.95,10896.2403,2023-12-04 20:59:59.999000072,24302930.326133,22246,5524.1622,12321329.833293,0
2023-12-04 21:00:00,2228.94,2235.0,2224.48,2234.84,8062.3436,2023-12-04 21:59:59.999000072,17975068.54585,19320,4630.0451,10322901.275558,0
2023-12-04 22:00:00,2234.85,2254.0,2220.06,2228.07,23614.7489,2023-12-04 22:59:59.999000072,52870286.968229,45375,12147.0647,27210442.67703,0
2023-12-04 23:00:00,2228.07,2244.15,2223.94,2243.37,11666.9852,2023-12-04 23:59:59.999000072,26086374.574399,22790,6967.7064,15583729.362494,0
2023-12-05 00:00:00,2243.36,2253.52,2233.46,2252.11,18339.6238,2023-12-05 00:59:59.999000072,41137225.431387,32376,9282.394,20829476.484789,0
2023-12-05 01:00:00,2252.12,2252.66,2231.13,2239.8,12212.1363,2023-12-05 01:59:59.999000072,27347750.152804,31732,5968.16,13366095.732086,0
2023-12-05 02:00:00,2239.8,2241.07,2222.77,2229.25,10898.9877,2023-12-05 02:59:59.999000072,24294476.584652,26271,4856.1769,10823326.698595,0
2023-12-05 03:00:00,2229.26,2235.19,2226.46,2230.78,6063.515,2023-12-05 03:59:59.999000072,13527141.664737,16808,3135.5445,6995017.250026,0
2023-12-05 04:00:00,2230.78,2230.78,2224.79,2226.88,6463.4707,2023-12-05 04:59:59.999000072,14398766.535945,16756,3771.255,8401204.743574,0
2023-12-05 05:00:00,2226.89,2235.0,2222.33,2234.8,8889.0332,2023-12-05 05:59:59.999000072,19818164.375859,20245,4833.491,10776271.07458,0
2023-12-05 06:00:00,2234.8,2237.99,2226.38,2230.09,11144.4938,2023-12-05 06:59:59.999000072,24886484.324774,21874,5670.3751,12664003.534397,0
2023-12-05 07:00:00,2230.1,2231.24,2188.33,2200.27,36687.9369,2023-12-05 07:59:59.999000072,80950077.197998,68003,15762.5719,34774005.725347,0
2023-12-05 08:00:00,2200.26,2207.09,2190.47,2201.52,18788.4425,2023-12-05 08:59:59.999000072,41309918.25146,36918,9602.2493,21117412.337693,0
2023-12-05 09:00:00,2201.52,2209.77,2200.71,2207.42,12341.9065,2023-12-05 09:59:59.999000072,27232249.664524,23456,6488.1654,14316590.82455,0
2023-12-05 10:00:00,2207.41,2210.0,2197.61,2197.61,13483.2111,2023-12-05 10:59:59.999000072,29714538.573508,24685,5493.5121,12112006.015716,0
2023-12-05 11:00:00,2197.62,2207.8,2193.43,2204.86,16326.7825,2023-12-05 11:59:59.999000072,35944532.385798,30857,8862.1618,19512260.220104,0
2023-12-05 12:00:00,2204.86,2213.0,2203.1,2212.77,12261.6293,2023-12-05 12:59:59.999000072,27078653.435239,26759,6498.801,14352823.015418,0
2023-12-05 13:00:00,2212.77,2219.31,2200.12,2200.71,14894.9203,2023-12-05 13:59:59.999000072,32912960.785792,33033,7680.7502,16973056.397606,0
2023-12-05 14:00:00,2200.7,2218.12,2199.58,2216.42,16016.0541,2023-12-05 14:59:59.999000072,35400712.205318,33559,8844.0258,19550219.350121,0
2023-12-05 15:00:00,2216.42,2234.18,2209.68,2228.45,26829.5441,2023-12-05 15:59:59.999000072,59628104.403344,47940,14783.3267,32851366.44281,0
2023-12-05 16:00:00,2228.45,2242.69,2220.0,2236.22,24038.1621,2023-12-05 16:59:59.999000072,53642347.271456,45682,13620.1549,30395760.711366,0
2023-12-05 19:00:00,2279.95,2283.16,2259.84,2272.72,34056.6959,2023-12-05 19:59:59.999000072,77449541.136186,57913,16580.9098,37708160.88023,0
2023-12-05 20:00:00,2272.73,2277.24,2252.0,2265.6,19011.6466,2023-12-05 20:59:59.999000072,43037136.335486,41582,9889.2102,22385388.64935,0
2023-12-05 21:00:00,2265.59,2282.44,2258.0,2273.26,18377.2473,2023-12-05 21:59:59.999000072,41743314.577762,37893,9643.9482,21912694.16934,0
2023-12-05 22:00:00,2273.27,2286.0,2265.0,2281.67,19560.6854,2023-12-05 22:59:59.999000072,44578256.441151,38318,9437.0805,21506376.686114,0
2023-12-05 23:00:00,2281.66,2298.63,2278.87,2293.33,21736.8062,2023-12-05 23:59:59.999000072,49782932.02962,38124,10941.9791,25061314.090312,0
2023-12-06 00:00:00,2293.33,2312.23,2287.78,2310.11,27743.0211,2023-12-06 00:59:59.999000072,63762703.819529,52817,15286.9403,35144261.359621,0
2023-12-06 01:00:00,2310.1,2311.66,2285.37,2294.99,19507.7099,2023-12-06 01:59:59.999000072,44832476.052312,44423,8492.1869,19516882.402209,0
2023-12-06 02:00:00,2294.99,2298.32,2275.17,2292.0,17298.3737,2023-12-06 02:59:59.999000072,39553713.710842,36308,8028.5585,18361539.392853,0
2023-12-06 03:00:00,2292.0,2292.77,2273.94,2281.8,15095.9563,2023-12-06 03:59:59.999000072,34465752.744311,28392,6794.468,15514111.343841,0
2023-12-06 04:00:00,2281.8,2284.75,2272.4,2278.85,11677.7878,2023-12-06 04:59:59.999000072,26619886.744128,22616,5175.6819,11799101.108273,0
2023-12-06 05:00:00,2278.84,2283.42,2258.38,2269.64,16004.4729,2023-12-06 05:59:59.999000072,36312422.012361,36345,6986.3942,15854854.698394,0
2023-12-06 06:00:00,2269.65,2274.92,2260.17,2272.65,12670.6243,2023-12-06 06:59:59.999000072,28727070.737624,29386,6004.6179,13616054.203632,0
2023-12-06 07:00:00,2272.65,2275.2,2263.44,2265.82,13038.5561,2023-12-06 07:59:59.999000072,29584956.026139,28649,6670.6362,15139138.863869,0
2023-12-06 08:00:00,2265.82,2282.0,2261.88,2279.37,14253.9022,2023-12-06 08:59:59.999000072,32404810.60989,28938,6828.3274,15521107.085048,0
2023-12-06 09:00:00,2279.37,2283.2,2271.5,2274.32,14319.9536,2023-12-06 09:59:59.999000072,32630830.489371,29915,8187.7223,18657769.502973,0
2023-12-06 10:00:00,2274.32,2287.78,2270.21,2276.51,17455.117,2023-12-06 10:59:59.999000072,39790164.241303,35133,9428.2345,21493408.869068,0
2023-12-06 11:00:00,2276.51,2277.45,2233.72,2253.15,43125.5098,2023-12-06 11:59:59.999000072,97124798.255899,77171,19078.7929,42974514.444886,0
2023-12-06 12:00:00,2253.15,2269.0,2251.72,2263.53,16512.2741,2023-12-06 12:59:59.999000072,37319737.257332,37925,9246.8559,20900208.707961,0
2023-12-06 13:00:00,2263.52,2268.3,2256.0,2260.87,15769.1221,2023-12-06 13:59:59.999000072,35662424.804004,31148,8524.4642,19278322.00423,0
2023-12-06 14:00:00,2260.88,2268.49,2250.11,2254.77,16510.6847,2023-12-06 14:59:59.999000072,37306096.462642,38385,8888.4,20081135.837367,0
2023-12-06 15:00:00,2254.77,2261.73,2247.45,2252.25,20643.9966,2023-12-06 15:59:59.999000072,46526810.932361,40584,10434.072,23512980.072981,0
2023-12-06 16:00:00,2252.26,2271.84,2250.34,2266.87,16807.259,2023-12-06 16:59:59.999000072,38030978.918799,35324,9311.188,21068640.817023,0
2023-12-06 17:00:00,2266.87,2284.6,2265.28,2269.01,17403.7208,2023-12-06 17:59:59.999000072,39597088.453825,40609,9549.9136,21727724.272327,0
2023-12-06 18:00:00,2269.0,2275.59,2265.0,2272.9,10119.0267,2023-12-06 18:59:59.999000072,22987133.151217,26018,5332.4029,12114313.447947,0
2023-12-06 19:00:00,2272.91,2273.75,2260.2,2262.8,11399.8716,2023-12-06 19:59:59.999000072,25844584.218043,22280,4822.4868,10931909.772702,0
2023-12-06 20:00:00,2262.79,2265.11,2251.7,2251.94,13399.6109,2023-12-06 20:59:59.999000072,30283322.74168,23974,5671.4177,12820777.763334,0
2023-12-06 21:00:00,2251.93,2261.4,2235.0,2247.85,17834.1647,2023-12-06 21:59:59.999000072,40092644.033976,33870,8433.1738,18962016.48926,0
2023-12-06 22:00:00,2247.84,2257.33,2220.0,2233.79,15558.635,2023-12-06 22:59:59.999000072,34826413.271857,34119,6919.3561,15489863.381372,0
2023-12-06 23:00:00,2233.79,2236.2,2220.74,2232.7,14189.5547,2023-12-06 23:59:59.999000072,31639348.419897,27883,7490.3518,16701076.000648,0
2023-12-07 00:00:00,2232.7,2245.23,2230.63,2241.47,9174.3865,2023-12-07 00:59:59.999000072,20535136.889434,21734,4805.3781,10758519.8494,0
2023-12-07 01:00:00,2241.48,2245.26,2237.45,2243.93,7793.2644,2023-12-07 01:59:59.999000072,17476978.19749,18021,3959.497,8880202.790871,0
2023-12-07 02:00:00,2243.92,2249.38,2241.03,2248.54,10209.2053,2023-12-07 02:59:59.999000072,22924627.785041,17579,5519.9893,12398200.015329,0
2023-12-07 03:00:00,2248.53,2250.2,2244.0,2249.07,6642.445,2023-12-07 03:59:59.999000072,14930235.643713,16407,3621.0097,8138349.126135,0
2023-12-07 04:00:00,2249.07,2266.07,2247.94,2264.48,10311.8963,2023-12-07 04:59:59.999000072,23298922.009429,24880,6243.0654,14104522.824961,0
2023-12-07 05:00:00,2264.49,2269.42,2262.21,2264.98,9641.6995,2023-12-07 05:59:59.999000072,21849283.217299,21289,5275.165,11953722.049522,0
2023-12-07 06:00:00,2264.97,2267.5,2258.79,2260.45,10608.592,2023-12-07 06:59:59.999000072,24013355.390123,22190,5387.1428,12194613.524556,0
2023-12-07 07:00:00,2260.44,2265.0,2260.25,2261.66,6954.5593,2023-12-07 07:59:59.999000072,15733993.07596,18140,3885.1421,8789348.679568,0
2023-12-07 08:00:00,2261.67,2268.96,2244.4,2245.34,21753.2854,2023-12-07 08:59:59.999000072,49051032.120837,37507,11898.9019,26839061.542253,0
2023-12-07 09:00:00,2245.34,2247.82,2222.0,2241.14,37020.824,2023-12-07 09:59:59.999000072,82804040.949531,63479,18333.5752,41019414.317539,0
2023-12-07 10:00:00,2241.14,2243.14,2231.44,2232.42,12329.8643,2023-12-07 10:59:59.999000072,27565582.930572,29506,5963.4153,13332403.565985,0
2023-12-07 11:00:00,2232.42,2243.57,2231.03,2236.05,15091.8307,2023-12-07 11:59:59.999000072,33772120.446163,29044,7867.6263,17602799.357157,0
2023-12-07 12:00:00,2236.04,2255.95,2232.05,2255.62,19390.9313,2023-12-07 12:59:59.999000072,43534476.03045,36233,11345.0333,25472268.193426,0
2023-12-07 13:00:00,2255.61,2258.42,2243.82,2248.72,10869.5214,2023-12-07 13:59:59.999000072,24455249.440176,26000,4950.5598,11139777.479783,0
2023-12-07 14:00:00,2248.73,2269.98,2247.17,2267.02,13254.9394,2023-12-07 14:59:59.999000072,29919238.881984,31248,7516.6213,16966716.237926,0
2023-12-07 17:00:00,2346.39,2346.7,2323.01,2334.87,32194.3132,2023-12-07 17:59:59.999000072,75166966.210461,60798,14092.8843,32900654.978489,0
2023-12-07 18:00:00,2334.86,2356.0,2332.17,2336.78,25220.7146,2023-12-07 18:59:59.999000072,59109246.800367,47375,11668.0297,27344918.513256,0
2023-12-07 19:00:00,2336.78,2342.38,2325.77,2335.62,17605.3431,2023-12-07 19:59:59.999000072,41086003.257981,37254,8594.4293,20056639.31943,0
2023-12-07 20:00:00,2335.62,2347.0,2335.23,2341.75,11874.1878,2023-12-07 20:59:59.999000072,27825360.550703,28664,5762.8093,13502682.08437,0
2023-12-07 21:00:00,2341.74,2382.8,2341.74,2369.16,34155.02,2023-12-07 21:59:59.999000072,80827183.66179,56485,18209.2576,43093417.077788,0
2023-12-07 22:00:00,2369.15,2377.78,2349.59,2349.82,14817.3737,2023-12-07 22:59:59.999000072,35026756.57594,28741,5958.2654,14091769.962533,0
2023-12-07 23:00:00,2349.82,2358.87,2347.15,2355.73,13590.9145,2023-12-07 23:59:59.999000072,31978018.488382,25616,7360.7219,17318748.284622,0
2023-12-08 00:00:00,2355.74,2364.22,2352.31,2360.65,15171.2772,2023-12-08 00:59:59.999000072,35777396.680441,25591,7890.7615,18609917.902274,0
2023-12-08 01:00:00,2360.64,2367.0,2356.34,2361.09,9636.8021,2023-12-08 01:59:59.999000072,22766603.742021,21975,4919.046,11621589.008669,0
2023-12-08 02:00:00,2361.08,2387.16,2361.08,2378.16,19133.4653,2023-12-08 02:59:59.999000072,45440598.071903,33880,11476.4679,27255294.04543,0
2023-12-08 03:00:00,2378.15,2381.47,2369.8,2375.23,13482.3811,2023-12-08 03:59:59.999000072,32021161.288761,27242,7155.9397,16994574.262134,0
2023-12-08 04:00:00,2375.23,2392.0,2368.49,2369.19,18905.8256,2023-12-08 04:59:59.999000072,44973806.806192,33703,9088.3533,21628879.698206,0
2023-12-08 05:00:00,2369.19,2377.19,2367.6,2375.91,11516.3236,2023-12-08 05:59:59.999000072,27321913.647398,20884,5619.5751,13333013.49532,0
2023-12-08 06:00:00,2375.92,2381.31,2369.19,2374.4,10723.1345,2023-12-08 06:59:59.999000072,25474773.794634,21555,5526.701,13128992.452633,0
2023-12-08 07:00:00,2374.41,2375.22,2352.72,2352.81,18639.8788,2023-12-08 07:59:59.999000072,44026795.283214,34593,6727.0103,15890866.014693,0
2023-12-08 08:00:00,2352.81,2358.37,2349.1,2351.28,18427.2729,2023-12-08 08:59:59.999000072,43367799.637627,30641,9111.5547,21447077.761838,0
2023-12-08 09:00:00,2351.28,2357.17,2345.17,2347.03,12773.6008,2023-12-08 09:59:59.999000072,30050924.722355,25619,5566.6025,13097212.943427,0
2023-12-08 10:00:00,2347.03,2360.02,2346.58,2357.88,14383.0445,2023-12-08 10:59:59.999000072,33871651.182644,25513,6610.6668,15567215.362108,0
2023-12-08 11:00:00,2357.88,2373.0,2355.12,2365.84,20645.3113,2023-12-08 11:59:59.999000072,48821618.253112,35440,11890.512,28115678.892173,0
2023-12-08 12:00:00,2365.85,2368.87,2360.18,2362.35,14212.5177,2023-12-08 12:59:59.999000072,33604174.502244,27832,6140.0001,14518152.876945,0
