Datetime,Open,High,Low,Close,Adj Close,Volume
2022-02-01 00:00:00,2687.89892578125,2695.661865234375,2682.621826171875,2688.253662109375,2688.253662109375,0
2022-02-01 01:00:00,2689.559814453125,2697.903564453125,2684.163818359375,2686.99609375,2686.99609375,0
2022-02-01 02:00:00,2687.045166015625,2709.399658203125,2685.69287109375,2709.399658203125,2709.399658203125,0
2022-02-01 03:00:00,2710.85205078125,2750.96728515625,2709.2412109375,2750.96728515625,2750.96728515625,255102976
2022-02-01 04:00:00,2750.6416015625,2755.6044921875,2738.22119140625,2742.15283203125,2742.15283203125,0
2022-02-01 05:00:00,2742.28955078125,2746.824951171875,2737.771240234375,2738.801025390625,2738.801025390625,45087744
2022-02-01 06:00:00,2738.248291015625,2738.248291015625,2723.76611328125,2733.835693359375,2733.835693359375,62365696
2022-02-01 07:00:00,2733.96875,2743.687744140625,2733.279052734375,2737.2568359375,2737.2568359375,0
2022-02-01 08:00:00,2737.4384765625,2755.77587890625,2736.8291015625,2755.77587890625,2755.77587890625,89189376
2022-02-01 09:00:00,2759.287353515625,2788.900634765625,2738.482177734375,2738.482177734375,2738.482177734375,589899776
2022-02-01 10:00:00,2738.86279296875,2742.615966796875,2727.978759765625,2736.021728515625,2736.021728515625,207619072
2022-02-01 11:00:00,2736.4482421875,2756.342041015625,2735.6845703125,2756.342041015625,2756.342041015625,5753856
2022-02-01 12:00:00,2758.7841796875,2782.1904296875,2758.19140625,2772.650146484375,2772.650146484375,0
2022-02-01 13:00:00,2773.0400390625,2795.9130859375,2772.591064453125,2795.9130859375,2795.9130859375,255118336
2022-02-01 14:00:00,2794.726806640625,2801.56787109375,2767.994140625,2767.994140625,2767.994140625,349154304
2022-02-01 15:00:00,2770.951416015625,2770.951416015625,2745.258544921875,2764.778076171875,2764.778076171875,0
2022-02-01 16:00:00,2766.447509765625,2798.568603515625,2766.447509765625,2798.568603515625,2798.568603515625,0
2022-02-01 17:00:00,2798.785400390625,2802.3154296875,2773.3876953125,2781.76611328125,2781.76611328125,0
2022-02-01 18:00:00,2781.97216796875,2791.684814453125,2772.093994140625,2772.093994140625,2772.093994140625,0
2022-02-01 19:00:00,2771.288818359375,2774.623046875,2758.0673828125,2759.578369140625,2759.578369140625,0
2022-02-01 20:00:00,2759.39453125,2780.514892578125,2759.39453125,2780.096923828125,2780.096923828125,9396224
2022-02-01 21:00:00,2779.0146484375,2790.24169921875,2774.057861328125,2781.271728515625,2781.271728515625,14131200
2022-02-01 22:00:00,2781.679931640625,2796.403076171875,2780.665771484375,2781.930419921875,2781.930419921875,0
2022-02-01 23:00:00,2783.507568359375,2798.065185546875,2780.34912109375,2793.209716796875,2793.209716796875,20226048
2022-02-02 00:00:00,2791.958984375,2798.318115234375,2770.41064453125,2774.459716796875,2774.459716796875,0
2022-02-02 01:00:00,2774.583984375,2777.721435546875,2755.1494140625,2756.75439453125,2756.75439453125,0
2022-02-02 02:00:00,2756.992431640625,2775.91552734375,2751.859375,2775.91552734375,2775.91552734375,8485888
2022-02-02 03:00:00,2775.5966796875,2789.9775390625,2774.98681640625,2781.876708984375,2781.876708984375,0
2022-02-02 04:00:00,2781.937744140625,2781.937744140625,2762.501220703125,2765.964111328125,2765.964111328125,0
2022-02-02 05:00:00,2763.861328125,2767.70654296875,2756.32373046875,2760.468994140625,2760.468994140625,11466752
2022-02-02 06:00:00,2761.052978515625,2776.745849609375,2750.63671875,2750.871826171875,2750.871826171875,0
2022-02-02 07:00:00,2752.319580078125,2759.949462890625,2749.7822265625,2751.685302734375,2751.685302734375,18481152
2022-02-02 08:00:00,2753.2099609375,2762.278076171875,2749.629150390625,2762.278076171875,2762.278076171875,0
2022-02-02 09:00:00,2762.135498046875,2773.88818359375,2760.806884765625,2773.88818359375,2773.88818359375,0
2022-02-02 10:00:00,2773.9521484375,2774.115234375,2765.66015625,2767.536376953125,2767.536376953125,0
2022-02-02 11:00:00,2767.48681640625,2767.48681640625,2757.640625,2765.86669921875,2765.86669921875,0
2022-02-02 12:00:00,2766.858154296875,2802.212158203125,2766.858154296875,2801.179931640625,2801.179931640625,211360768
2022-02-02 13:00:00,2800.858154296875,2801.06494140625,2778.51953125,2778.51953125,2778.51953125,0
2022-02-02 14:00:00,2777.81494140625,2777.81494140625,2696.74951171875,2696.74951171875,2696.74951171875,126269440
2022-02-02 15:00:00,2697.37158203125,2698.1904296875,2664.73095703125,2669.975341796875,2669.975341796875,55446528
2022-02-02 16:00:00,2668.15234375,2670.005859375,2648.62060546875,2669.220458984375,2669.220458984375,95360000
2022-02-02 17:00:00,2669.229736328125,2684.96923828125,2668.658935546875,2676.600830078125,2676.600830078125,8944640
2022-02-02 18:00:00,2677.730712890625,2687.3115234375,2677.730712890625,2683.224609375,2683.224609375,0
2022-02-02 19:00:00,2686.14990234375,2714.189453125,2686.14990234375,2709.6201171875,2709.6201171875,59201536
2022-02-02 20:00:00,2709.47412109375,2721.8037109375,2698.66357421875,2721.606201171875,2721.606201171875,249996288
2022-02-02 21:00:00,2721.806884765625,2723.829833984375,2630.120361328125,2641.072509765625,2641.072509765625,775984128
2022-02-02 22:00:00,2641.320068359375,2693.862548828125,2641.320068359375,2682.580322265625,2682.580322265625,594344960
2022-02-02 23:00:00,2682.743408203125,2697.10400390625,2678.3623046875,2681.110107421875,2681.110107421875,327403520
2022-02-03 00:00:00,2682.22607421875,2712.482666015625,2678.279541015625,2703.134765625,2703.134765625,375707648
2022-02-03 01:00:00,2701.9638671875,2703.87890625,2681.521240234375,2681.521240234375,2681.521240234375,0
