Datetime,Open,High,Low,Close,Adj Close,Volume
2023-10-01 00:00:00,26967.396484375,26999.72265625,26965.09375,26995.140625,26995.140625,0
2023-10-01 01:00:00,26995.111328125,27032.787109375,26988.4765625,27032.787109375,27032.787109375,10491904
2023-10-01 02:00:00,27027.078125,27048.111328125,27026.638671875,27034.63671875,27034.63671875,31220224
2023-10-01 03:00:00,27031.962890625,27051.591796875,27018.943359375,27049.91796875,27049.91796875,12092416
2023-10-01 04:00:00,27051.0703125,27051.6953125,27030.4453125,27048.640625,27048.640625,0
2023-10-01 05:00:00,27051.37109375,27079.70703125,27047.32421875,27077.07421875,27077.07421875,77318144
2023-10-01 06:00:00,27077.57421875,27138.06640625,27077.57421875,27135.2265625,27135.2265625,207329280
2023-10-01 07:00:00,27134.55078125,27154.27734375,27110.9765625,27120.564453125,27120.564453125,68182016
2023-10-01 08:00:00,27118.216796875,27160.013671875,27106.50390625,27154.435546875,27154.435546875,48442368
2023-10-01 09:00:00,27143.271484375,27227.779296875,27143.271484375,27221.275390625,27221.275390625,231537664
2023-10-01 10:00:00,27223.73046875,27285.009765625,27178.359375,27202.58203125,27202.58203125,226830336
2023-10-01 11:00:00,27211.830078125,27247.1484375,27179.201171875,27202.984375,27202.984375,96007168
2023-10-01 12:00:00,27200.537109375,27204.490234375,27145.400390625,27192.0625,27192.0625,94331392
2023-10-01 13:00:00,27200.583984375,27200.583984375,27162.5,27194.5,27194.5,16689664
2023-10-01 14:00:00,27196.24609375,27234.65234375,27111.48046875,27115.736328125,27115.736328125,44966912
2023-10-01 15:00:00,27122.3125,27158.505859375,27122.3125,27157.07421875,27157.07421875,0
2023-10-01 16:00:00,27156.275390625,27159.78515625,27100.150390625,27115.787109375,27115.787109375,0
2023-10-01 17:00:00,27116.236328125,27144.4453125,27066.0390625,27071.822265625,27071.822265625,70077952
2023-10-01 18:00:00,27079.060546875,27103.376953125,27073.943359375,27095.18359375,27095.18359375,41683456
2023-10-01 19:00:00,27097.89453125,27112.1171875,27085.47265625,27105.74609375,27105.74609375,0
2023-10-01 20:00:00,27107.3515625,27142.548828125,27070.484375,27113.890625,27113.890625,124482560
2023-10-01 21:00:00,27113.126953125,27161.994140625,27104.181640625,27159.044921875,27159.044921875,0
2023-10-01 22:00:00,27168.25390625,28021.251953125,27168.25390625,27947.248046875,27947.248046875,2290933760
2023-10-01 23:00:00,27985.658203125,28011.380859375,27871.013671875,27983.21875,27983.21875,834663424
2023-10-02 00:00:00,27976.798828125,28032.09375,27904.25390625,27943.458984375,27943.458984375,695259136
2023-10-02 01:00:00,27936.640625,27962.27734375,27837.6875,27920.048828125,27920.048828125,407187456
2023-10-02 02:00:00,27920.888671875,28000.267578125,27915.4921875,27989.326171875,27989.326171875,323948544
2023-10-02 03:00:00,27990.0078125,28143.666015625,27966.82421875,28106.86328125,28106.86328125,634107904
2023-10-02 04:00:00,28125.1328125,28145.302734375,28037.013671875,28073.162109375,28073.162109375,387994624
2023-10-02 05:00:00,28073.669921875,28107.111328125,27960.009765625,27993.572265625,27993.572265625,421591040
2023-10-02 06:00:00,27987.7265625,28091.369140625,27979.8203125,28085.740234375,28085.740234375,172710912
2023-10-02 07:00:00,28110.93359375,28383.734375,28110.93359375,28274.0390625,28274.0390625,868637696
2023-10-02 08:00:00,28311.095703125,28488.744140625,28269.748046875,28314.146484375,28314.146484375,1082341376
2023-10-02 09:00:00,28298.83984375,28329.201171875,28266.892578125,28316.767578125,28316.767578125,240909312
2023-10-02 10:00:00,28306.806640625,28344.369140625,28292.689453125,28313.994140625,28313.994140625,1545216
2023-10-02 11:00:00,28316.255859375,28365.443359375,28224.541015625,28226.94921875,28226.94921875,251801600
2023-10-02 12:00:00,28223.76171875,28348.439453125,28221.572265625,28348.439453125,28348.439453125,341918720
2023-10-02 13:00:00,28359.423828125,28469.5234375,28325.517578125,28469.5234375,28469.5234375,573966336
2023-10-02 14:00:00,28494.458984375,28494.458984375,28216.568359375,28324.63671875,28324.63671875,965787648
2023-10-02 15:00:00,28320.97265625,28400.962890625,28016.51953125,28016.51953125,28016.51953125,740414464
2023-10-02 16:00:00,28060.2578125,28123.19921875,27884.306640625,27969.013671875,27969.013671875,985624576
2023-10-02 17:00:00,28006.44140625,28112.40625,27928.111328125,28066.158203125,28066.158203125,368783360
2023-10-02 18:00:00,28062.60546875,28104.6328125,27707.609375,27839.833984375,27839.833984375,793231360
2023-10-02 19:00:00,27809.234375,27971.0,27694.693359375,27960.607421875,27960.607421875,741142528
2023-10-02 20:00:00,27977.5703125,27977.5703125,27833.767578125,27836.853515625,27836.853515625,124350464
2023-10-02 21:00:00,27840.66015625,27873.779296875,27347.787109375,27449.35546875,27449.35546875,665997312
2023-10-02 22:00:00,27476.19921875,27556.998046875,27390.74609375,27556.998046875,27556.998046875,0
2023-10-02 23:00:00,27564.654296875,27616.265625,27488.88671875,27547.1015625,27547.1015625,0
2023-10-03 00:00:00,27508.251953125,27564.6171875,27421.83203125,27421.83203125,27421.83203125,89829376
2023-10-03 01:00:00,27430.302734375,27562.78515625,27387.421875,27553.203125,27553.203125,0
2023-10-03 02:00:00,27557.251953125,27597.759765625,27529.685546875,27589.19140625,27589.19140625,0
2023-10-03 03:00:00,27589.509765625,27631.412109375,27548.697265625,27592.70703125,27592.70703125,0
2023-10-03 04:00:00,27600.626953125,27607.306640625,27556.234375,27593.47265625,27593.47265625,0
2023-10-03 05:00:00,27626.93359375,27629.38671875,27576.197265625,27576.197265625,27576.197265625,0
2023-10-03 06:00:00,27581.412109375,27667.19140625,27566.736328125,27642.53125,27642.53125,0
2023-10-03 07:00:00,27639.021484375,27645.42578125,27540.126953125,27552.30859375,27552.30859375,0
2023-10-03 08:00:00,27544.931640625,27636.86328125,27544.931640625,27597.234375,27597.234375,0
